id,digit,prop1,prop2
235,1,0.3389830508474576,0.6666666666666666
236,3,0.423728813559322,0.4444444444444444
237,3,0.3050847457627119,0.6666666666666666
238,1,0.2033898305084746,0
239,3,0.6440677966101694,0.3333333333333333
240,1,0.2033898305084746,0.1111111111111111
241,1,0.2711864406779661,0.7777777777777778
242,3,0.6949152542372882,0.3333333333333333
243,3,0.6271186440677966,0.3333333333333333
244,1,0.3389830508474576,0.5555555555555556
245,3,0.6440677966101694,0.1111111111111111
246,3,0.6271186440677966,0.3333333333333333
247,1,0.288135593220339,0.1111111111111111
248,3,0.4406779661016949,0.4444444444444444
249,1,0.4067796610169492,0.7777777777777778
250,3,0.4406779661016949,0.1111111111111111
251,1,0.4576271186440678,0.6666666666666666
252,3,0.6949152542372882,0.7777777777777778
253,1,0.3050847457627119,1
254,1,0.423728813559322,0.5555555555555556
255,1,0.3728813559322034,0.5555555555555556
256,3,0.7796610169491526,1
257,1,0.423728813559322,0.4444444444444444
258,3,0.576271186440678,0.1111111111111111
259,3,0.7966101694915254,0.2222222222222222
260,1,0.3898305084745763,1
261,3,0.7796610169491526,0.8888888888888888
262,3,0.3898305084745763,0.4444444444444444
263,1,0.3220338983050847,0.8888888888888888
264,3,0.7457627118644068,0.8888888888888888
265,1,0.2542372881355932,0.4444444444444444
266,1,0.576271186440678,1
267,3,0.6271186440677966,0.5555555555555556
268,1,0.3559322033898305,0.8888888888888888
269,1,0.559322033898305,1
270,3,0.22033898305084745,0.6666666666666666
271,1,0.5254237288135594,0.7777777777777778
272,1,0.5932203389830508,1
273,3,0.6101694915254238,0.5555555555555556
274,1,0.5423728813559322,1
275,3,0.5423728813559322,0.4444444444444444
276,3,0.4915254237288136,0.2222222222222222
277,3,0.8305084745762712,0.6666666666666666
278,3,0.8813559322033898,0.7777777777777778
279,3,0.6271186440677966,0.1111111111111111
280,1,0.4406779661016949,0.6666666666666666
281,1,0.4576271186440678,0.7777777777777778
282,3,0.4067796610169492,0.5555555555555556
283,3,0.4745762711864407,1
284,3,0.423728813559322,0.3333333333333333
285,3,0.6440677966101694,0.6666666666666666
286,1,0.3050847457627119,1
287,3,0.5254237288135594,0.7777777777777778
288,1,0.559322033898305,0.6666666666666666
289,1,0.4915254237288136,0.8888888888888888
290,1,0.6440677966101694,1
291,3,0.4745762711864407,0.5555555555555556
292,1,0.3220338983050847,1
293,1,0.3898305084745763,0.4444444444444444
294,3,0.7457627118644068,0.2222222222222222
295,1,0.4067796610169492,0.4444444444444444
296,3,0.4745762711864407,0.5555555555555556
297,3,0.6440677966101694,0.3333333333333333
298,3,0.847457627118644,0.7777777777777778
299,3,0.5254237288135594,0.2222222222222222
300,1,0.4067796610169492,0.5555555555555556
301,3,0.576271186440678,0.5555555555555556
302,1,0.3898305084745763,1
303,1,0.2711864406779661,0.5555555555555556
304,1,0.3389830508474576,0.4444444444444444
305,1,0.288135593220339,0.4444444444444444
306,3,0.4915254237288136,0.3333333333333333
307,3,0.8135593220338984,0
308,1,0.3559322033898305,1
309,3,0.4576271186440678,0.1111111111111111
310,3,0.4067796610169492,0.2222222222222222
311,1,0.3389830508474576,0.3333333333333333
312,3,0.4915254237288136,0
313,1,0.3898305084745763,0.6666666666666666
314,1,0.4067796610169492,0.6666666666666666
315,1,0.3220338983050847,0.3333333333333333
316,1,0.288135593220339,0.3333333333333333
317,1,0.4067796610169492,1
318,3,0.3559322033898305,0.7777777777777778
319,3,0.4745762711864407,0.3333333333333333
320,1,0.2542372881355932,0.2222222222222222
321,1,0.22033898305084745,1
322,1,0.3389830508474576,1
323,3,0.423728813559322,0.4444444444444444
324,3,0.2711864406779661,0.5555555555555556
325,3,0.7796610169491526,0.2222222222222222
326,1,0.4067796610169492,0.4444444444444444
327,3,0.711864406779661,0.3333333333333333
328,3,0.7288135593220338,0.3333333333333333
329,3,0.6610169491525424,0.4444444444444444
330,3,0.4576271186440678,0.4444444444444444
331,1,0.3389830508474576,0.4444444444444444
332,3,0.5254237288135594,0.4444444444444444
333,1,0.3220338983050847,0.3333333333333333
334,3,0.559322033898305,0.4444444444444444
335,1,0.3559322033898305,0.4444444444444444
336,3,0.6610169491525424,0.2222222222222222
337,1,0.3898305084745763,0.4444444444444444
338,3,0.711864406779661,0.2222222222222222
339,3,0.559322033898305,0.8888888888888888
340,1,0.3728813559322034,1
341,3,0.4915254237288136,0.3333333333333333
342,1,0.3220338983050847,0.4444444444444444
343,3,0.5084745762711864,0.3333333333333333
344,1,0.23728813559322035,1
345,1,0.3220338983050847,0.5555555555555556
346,3,0.423728813559322,0.5555555555555556
347,1,0.3050847457627119,0.2222222222222222
348,3,0.4745762711864407,0.1111111111111111
349,3,0.711864406779661,0.3333333333333333
350,1,0.3050847457627119,0.7777777777777778
351,3,0.6610169491525424,0.2222222222222222
352,1,0.3898305084745763,0.4444444444444444
353,1,0.4067796610169492,0.4444444444444444
354,3,0.4745762711864407,0.1111111111111111
355,1,0.3559322033898305,1
356,1,0.288135593220339,0.4444444444444444
357,3,0.6610169491525424,0.2222222222222222
358,1,0.3050847457627119,0.5555555555555556
359,1,0.3220338983050847,0.5555555555555556
360,1,0.3559322033898305,0.5555555555555556
361,1,0.3220338983050847,1
362,1,0.23728813559322035,0.7777777777777778
363,1,0.3559322033898305,0.5555555555555556
364,3,0.4067796610169492,0.4444444444444444
365,3,0.6779661016949152,0.6666666666666666
366,1,0.3389830508474576,0.5555555555555556
367,3,0.559322033898305,0.3333333333333333
368,3,0.7627118644067796,0.2222222222222222
369,3,0.7796610169491526,0.2222222222222222
370,1,0.1864406779661017,0.5555555555555556
371,1,0.4067796610169492,0.5555555555555556
372,3,0.5423728813559322,0.2222222222222222
373,3,0.4745762711864407,0.1111111111111111
374,3,0.5423728813559322,0.2222222222222222
375,1,0.3728813559322034,0.5555555555555556
376,3,0.7457627118644068,0.2222222222222222
377,1,0.2542372881355932,0.1111111111111111
378,1,0.3389830508474576,1
379,1,0.3389830508474576,1
380,3,0.6440677966101694,0
381,1,0.3559322033898305,0.5555555555555556
382,3,0.559322033898305,0.4444444444444444
383,1,0.3389830508474576,1
384,1,0.5084745762711864,1
385,3,0.7966101694915254,0.6666666666666666
386,1,0.5254237288135594,1
387,1,0.2711864406779661,0.1111111111111111
388,3,0.6101694915254238,0.3333333333333333
389,3,0.8135593220338984,0.6666666666666666
390,3,0.423728813559322,0.3333333333333333
391,3,0.5254237288135594,0.2222222222222222
392,1,0.4745762711864407,0.4444444444444444
393,3,0.7457627118644068,0.5555555555555556
394,3,0.2711864406779661,0.3333333333333333
395,1,0.5254237288135594,0.7777777777777778
396,1,0.3389830508474576,1
397,1,0.4067796610169492,0.5555555555555556
398,3,0.5932203389830508,0.4444444444444444
399,3,0.7457627118644068,0.5555555555555556
400,3,0.3728813559322034,0.7777777777777778
401,1,0.3220338983050847,0.4444444444444444
402,3,0.3898305084745763,0.5555555555555556
403,3,0.5423728813559322,0.4444444444444444
404,1,0.23728813559322035,1
405,1,0.4067796610169492,0.8888888888888888
406,3,0.8135593220338984,0.3333333333333333
407,3,0.6440677966101694,0.8888888888888888
408,1,0.3728813559322034,0.4444444444444444
409,3,0.5423728813559322,0.6666666666666666
410,1,0.5254237288135594,0.8888888888888888
411,3,0.576271186440678,0.3333333333333333
412,1,0.2711864406779661,1
413,3,0.6101694915254238,0.5555555555555556
414,1,0.2033898305084746,0.4444444444444444
415,1,0.3728813559322034,1
416,3,0.6610169491525424,0.4444444444444444
417,3,0.6779661016949152,0.6666666666666666
418,3,0.559322033898305,0.7777777777777778
419,1,0.5254237288135594,0.7777777777777778
420,1,0.3898305084745763,0.7777777777777778
421,3,0.5423728813559322,0.2222222222222222
422,1,0.4576271186440678,0.5555555555555556
423,1,0.3898305084745763,0.4444444444444444
424,3,0.2542372881355932,0.4444444444444444
425,3,0.4576271186440678,0.5555555555555556
426,1,0.3220338983050847,0.4444444444444444
427,1,0.3220338983050847,0.4444444444444444
428,3,0.6101694915254238,0.4444444444444444
429,3,0.559322033898305,0.4444444444444444
430,3,0.3220338983050847,0.5555555555555556
431,1,0.423728813559322,1
432,3,0.5254237288135594,0.7777777777777778
433,1,0.3220338983050847,0.7777777777777778
434,3,0.6271186440677966,0.2222222222222222
435,1,0.3050847457627119,0.4444444444444444
436,3,0.423728813559322,0.4444444444444444
437,1,0.3728813559322034,0.4444444444444444
438,1,0.3559322033898305,0.4444444444444444
439,3,0.559322033898305,0.3333333333333333
440,3,0.4067796610169492,0.2222222222222222
441,3,0.5932203389830508,0.5555555555555556
442,3,0.4067796610169492,0.3333333333333333
443,1,0.4067796610169492,0.5555555555555556
444,1,0.3559322033898305,0.6666666666666666
445,3,0.7288135593220338,0.3333333333333333
446,3,0.7457627118644068,0.5555555555555556
447,1,0.3559322033898305,0.5555555555555556
448,1,0.3389830508474576,1
449,1,0.3559322033898305,0.7777777777777778
450,1,0.3728813559322034,1
451,1,0.4406779661016949,0.4444444444444444
452,3,0.4915254237288136,0.5555555555555556
453,1,0.3559322033898305,0.4444444444444444
454,3,0.5423728813559322,0.3333333333333333
455,3,0.9152542372881356,0.4444444444444444
456,3,0.4915254237288136,0.3333333333333333
457,1,0.23728813559322035,1
458,1,0.3559322033898305,1
459,1,0.2542372881355932,0.4444444444444444
460,3,0.8135593220338984,0.6666666666666666
461,1,0.423728813559322,1
462,3,0.5932203389830508,0.3333333333333333
463,3,0.6610169491525424,0.5555555555555556
464,1,0.3050847457627119,1
465,1,0.3559322033898305,0.8888888888888888
466,3,0.6101694915254238,0.3333333333333333
467,3,0.576271186440678,0.1111111111111111
468,3,0.5084745762711864,0.2222222222222222
469,3,0.6610169491525424,0.1111111111111111
470,3,0.7627118644067796,0.1111111111111111
471,3,0.5084745762711864,0.4444444444444444
472,1,0.3220338983050847,1
473,1,0.2711864406779661,0.5555555555555556
474,3,0.6440677966101694,0.1111111111111111
475,3,0.7288135593220338,0.2222222222222222
476,3,0.3559322033898305,0.1111111111111111
477,1,0.3050847457627119,0.4444444444444444
478,1,0.2033898305084746,0.5555555555555556
479,1,0.2711864406779661,1
480,3,0.5932203389830508,0.2222222222222222
481,1,0.288135593220339,1
482,1,0.1694915254237288,1
483,1,0.3898305084745763,1
484,1,0.3559322033898305,0.3333333333333333
485,1,0.22033898305084745,1
486,3,0.6101694915254238,0.4444444444444444
487,3,0.6779661016949152,0.2222222222222222
488,1,0.3898305084745763,0.3333333333333333
489,1,0.3050847457627119,0.5555555555555556
490,3,0.576271186440678,0.4444444444444444
491,1,0.423728813559322,1
492,1,0.2711864406779661,0.7777777777777778
493,1,0.4067796610169492,0.8888888888888888
494,1,0.3050847457627119,0.3333333333333333
495,3,0.4745762711864407,0.5555555555555556
496,1,0.3389830508474576,0.3333333333333333
497,3,0.5254237288135594,0.8888888888888888
498,1,0.5254237288135594,0.1111111111111111
499,1,0.3389830508474576,0.2222222222222222
500,1,0.3050847457627119,0.2222222222222222
501,3,0.3559322033898305,0.4444444444444444
502,1,0.4067796610169492,0.7777777777777778
503,1,0.3389830508474576,0.4444444444444444
504,3,0.6610169491525424,0.5555555555555556
505,1,0.423728813559322,1
506,1,0.3050847457627119,0.3333333333333333
507,1,0.1864406779661017,0.5555555555555556
508,1,0.3389830508474576,1
509,3,0.5932203389830508,0.4444444444444444
510,1,0.3389830508474576,0.1111111111111111
511,3,0.5423728813559322,0.4444444444444444
512,3,0.23728813559322035,0.5555555555555556
513,3,0.6949152542372882,0.5555555555555556
514,3,0.6610169491525424,0.3333333333333333
515,3,0.6101694915254238,0.4444444444444444
516,1,0.3220338983050847,0.3333333333333333
517,1,0.3050847457627119,0.2222222222222222
518,3,0.576271186440678,0.6666666666666666
519,1,0.3389830508474576,0.3333333333333333
520,3,0.6779661016949152,0.3333333333333333
521,3,0.6949152542372882,0.2222222222222222
522,3,0.6440677966101694,0.5555555555555556
523,1,0.2542372881355932,0.4444444444444444
524,3,0.6779661016949152,0.5555555555555556
525,3,0.5932203389830508,0.4444444444444444
526,3,0.6271186440677966,0.1111111111111111
527,3,0.4576271186440678,0.3333333333333333
528,1,0.3559322033898305,0.2222222222222222
529,1,0.3728813559322034,0.5555555555555556
530,1,0.423728813559322,0.4444444444444444
531,3,0.4067796610169492,0.3333333333333333
532,3,0.6779661016949152,0.1111111111111111
533,3,0.7457627118644068,0.4444444444444444
534,1,0.288135593220339,0.4444444444444444
535,3,0.4067796610169492,0.7777777777777778
536,1,0.3898305084745763,0.4444444444444444
537,3,0.6779661016949152,0.4444444444444444
538,1,0.288135593220339,0.8888888888888888
539,1,0.3050847457627119,0.3333333333333333
540,3,0.7627118644067796,0.2222222222222222
541,1,0.3559322033898305,0.2222222222222222
542,1,0.2542372881355932,1
543,1,0.3389830508474576,0.6666666666666666
544,1,0.3898305084745763,0.4444444444444444
545,3,0.6949152542372882,0.3333333333333333
546,1,0.3389830508474576,0.8888888888888888
547,3,0.5084745762711864,0.2222222222222222
548,1,0.4067796610169492,0.4444444444444444
549,3,0.7966101694915254,0.5555555555555556
550,1,0.288135593220339,1
551,3,0.6101694915254238,0.5555555555555556
552,3,0.6949152542372882,0.4444444444444444
553,1,0.3559322033898305,0.4444444444444444
554,1,0.3389830508474576,0.4444444444444444
555,3,0.6779661016949152,0.1111111111111111
556,3,0.6949152542372882,0.6666666666666666
557,3,0.5932203389830508,0.2222222222222222
558,1,0.288135593220339,1
559,1,0.2542372881355932,0.5555555555555556
560,1,0.3898305084745763,0.4444444444444444
561,3,0.6101694915254238,0.4444444444444444
562,3,0.4406779661016949,1
563,1,0.3220338983050847,1
564,1,0.2711864406779661,1
565,1,0.3898305084745763,0.4444444444444444
566,1,0.4067796610169492,0.4444444444444444
567,3,0.288135593220339,0.7777777777777778
568,1,0.4067796610169492,0.5555555555555556
569,3,0.7288135593220338,0.3333333333333333
570,1,0.2033898305084746,1
571,1,0.3389830508474576,1
572,3,0.4067796610169492,0.5555555555555556
573,3,0.4576271186440678,0.3333333333333333
574,3,0.4406779661016949,0.5555555555555556
575,1,0.22033898305084745,0.6666666666666666
576,3,0.5423728813559322,0.5555555555555556
577,3,0.5423728813559322,0.1111111111111111
578,1,0.3220338983050847,0.7777777777777778
579,1,0.4067796610169492,1
580,3,0.6779661016949152,0.5555555555555556
581,3,0.559322033898305,0.5555555555555556
582,1,0.2711864406779661,0.6666666666666666
583,1,0.4067796610169492,0.5555555555555556
584,3,0.4745762711864407,0.2222222222222222
585,3,0.6779661016949152,0.1111111111111111
586,1,0.3050847457627119,0.4444444444444444
587,1,0.3559322033898305,0.7777777777777778
588,3,0.8135593220338984,0.7777777777777778
589,3,0.6101694915254238,0.5555555555555556
590,1,0.4406779661016949,0.8888888888888888
591,1,0.288135593220339,0.1111111111111111
592,3,0.711864406779661,0
593,3,0.6610169491525424,0.6666666666666666
594,3,0.711864406779661,0
595,1,0.4745762711864407,0.4444444444444444
596,1,0.2711864406779661,1
597,1,0.4406779661016949,0.3333333333333333
598,3,0.4745762711864407,0.1111111111111111
599,1,0.5254237288135594,1
600,1,0.3389830508474576,0.3333333333333333
601,1,0.423728813559322,0.7777777777777778
602,1,0.3728813559322034,0.4444444444444444
603,3,0.7966101694915254,0.3333333333333333
604,1,0.3559322033898305,0.8888888888888888
605,1,0.4067796610169492,1
606,1,0.3898305084745763,0.7777777777777778
607,3,0.711864406779661,0.4444444444444444
608,3,0.7627118644067796,0.1111111111111111
609,1,0.423728813559322,0.7777777777777778
610,1,0.3728813559322034,0.8888888888888888
611,3,0.7966101694915254,0.2222222222222222
612,3,0.7627118644067796,0.4444444444444444
613,1,0.2711864406779661,0.4444444444444444
614,1,0.4067796610169492,0.4444444444444444
615,3,0.5932203389830508,0.4444444444444444
616,3,0.4915254237288136,0.3333333333333333
617,1,0.22033898305084745,0.4444444444444444
618,1,0.3220338983050847,1
619,3,0.6779661016949152,0.3333333333333333
620,3,0.6949152542372882,0.6666666666666666
621,1,0.3728813559322034,0.5555555555555556
622,1,0.3898305084745763,0.4444444444444444
623,1,0.23728813559322035,0.5555555555555556
624,3,0.7627118644067796,0.2222222222222222
625,1,0.3559322033898305,0.4444444444444444
626,3,0.7457627118644068,0.3333333333333333
627,3,0.5254237288135594,0.2222222222222222
628,3,0.559322033898305,0.4444444444444444
629,1,0.2711864406779661,1
630,1,0.288135593220339,0.2222222222222222
631,3,0.6101694915254238,0.2222222222222222
632,1,0.3050847457627119,0.6666666666666666
633,1,0.23728813559322035,0.3333333333333333
634,1,0.2033898305084746,1
635,1,0.4576271186440678,1
636,3,0.4745762711864407,0.3333333333333333
637,3,0.6271186440677966,0.4444444444444444
638,1,0.2711864406779661,0.1111111111111111
639,3,0.6271186440677966,0.3333333333333333
640,3,0.5254237288135594,0.6666666666666666
641,1,0.3389830508474576,0.3333333333333333
642,1,0.3220338983050847,0.3333333333333333
643,3,0.6440677966101694,0.2222222222222222
644,3,0.559322033898305,0.1111111111111111
645,3,0.5423728813559322,0.4444444444444444
646,3,0.6101694915254238,0.3333333333333333
647,1,0.3220338983050847,0.6666666666666666
648,1,0.3050847457627119,0.3333333333333333
649,3,0.6271186440677966,0.3333333333333333
650,1,0.4915254237288136,1
651,1,0.3220338983050847,0.1111111111111111
652,3,0.5932203389830508,0.4444444444444444
653,1,0.3050847457627119,0.2222222222222222
654,1,0.3220338983050847,0.2222222222222222
655,1,0.22033898305084745,0.5555555555555556
656,1,0.3050847457627119,0.8888888888888888
657,3,0.6949152542372882,0.1111111111111111
658,1,0.22033898305084745,1
659,1,0.3559322033898305,0.4444444444444444
660,1,0.3559322033898305,0.4444444444444444
661,1,0.3898305084745763,0.5555555555555556
662,3,0.3220338983050847,0.3333333333333333
663,1,0.3728813559322034,0.5555555555555556
664,3,0.5932203389830508,0.2222222222222222
665,3,0.4067796610169492,0.5555555555555556
666,3,0.6779661016949152,0.2222222222222222
667,1,0.3559322033898305,0.6666666666666666
668,3,0.6779661016949152,0.3333333333333333
669,3,0.6101694915254238,0.3333333333333333
670,3,0.4915254237288136,0.2222222222222222
671,1,0.3389830508474576,0.5555555555555556
